stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
281,10281,TINAZTEPE ÇİNİLİ CAMİİ 2,,40.7141379037,29.9535023407,,,0,,Europe/Istanbul,0
282,10282,TINAZTEPE CADDESİ 1,,40.7172998383,29.9516461081,,,0,,Europe/Istanbul,0
283,30262,MEZBAHANE ÜSTÜ 1,,40.7682686257304,29.3843024969101,,,0,,Europe/Istanbul,0
284,10284,YURTTAŞ SOKAK 2,,40.713486,29.949108,,,0,,Europe/Istanbul,0
286,10286,HOROZ,,40.70694,29.951736,,,0,,Europe/Istanbul,0
287,10287,YUVACIK FATİH ÇEŞME,,40.7049219999,29.9533922625,,,0,,Europe/Istanbul,0
288,10288,YUVACIK KARAKOL 1,,40.6975814369,29.956885002,,,0,,Europe/Istanbul,0
289,10289,ALTGEÇİT,,40.723791,29.951934,,,0,,Europe/Istanbul,0
290,10290,KULLAR ÇEŞME,,40.7259428109,29.9565618623,,,0,,Europe/Istanbul,0
291,10291,HEDİYE,,40.7268785193047,29.958810210228,,,0,,Europe/Istanbul,0
292,10292,YAYLACIK 2,,40.7288552741,29.9744872371,,,0,,Europe/Istanbul,0
293,10293,YAYLACIK 1,,40.7286550866,29.9745350661,,,0,,Europe/Istanbul,0
294,10294,KILIÇ,,40.7278066333,29.977540444,,,0,,Europe/Istanbul,0
295,10295,BÜŞRA 1,,40.7271327332,29.9792985923,,,0,,Europe/Istanbul,0
296,10296,BÜŞRA,,40.7269488905,29.9792922692,,,0,,Europe/Istanbul,0
297,10297,SÜSLÜ SOKAK,,40.7230346595717,29.9764430522919,,,0,,Europe/Istanbul,0
298,10298,YELİZ SOKAK,,40.723297,29.97869,,,0,,Europe/Istanbul,0
299,10299,YAYLACIK CADDESİ 1,,40.7225379498,29.9713784936,,,0,,Europe/Istanbul,0
300,10300,KONSERVATUVAR,,40.7247497489,29.9709012991,,,0,,Europe/Istanbul,0
301,10301,MEVLEVİ SOKAK,,40.7224085630329,29.971612393856,,,0,,Europe/Istanbul,0
302,10302,VEZİRÇİFTLİĞİ TRAFO 2,,40.7415295365,29.9613927553,,,0,,Europe/Istanbul,0
303,10303,YENİÇERİ,,40.741766187172,29.9649068713188,,,0,,Europe/Istanbul,0
304,10304,BARBAROS CADDESİ 1,,40.7405433088,29.9677420378,,,0,,Europe/Istanbul,0
305,10305,BARBAROS CADDESİ 2,,40.7392075991491,29.9696061015129,,,0,,Europe/Istanbul,0
306,10306,İLİM,,40.7389312088502,29.9727872014046,,,0,,Europe/Istanbul,0
307,10307,3.BÖLGE,,40.7394717946848,29.978800714016,,,0,,Europe/Istanbul,0
308,10308,YAHYALI,,40.7341936839,29.9820121541,,,0,,Europe/Istanbul,0
309,10309,ÖZKAR SOKAK 1,,40.7340344959,29.9823140363,,,0,,Europe/Istanbul,0
310,10310,ÜÇYOL DEDELER,,40.7266395108,29.9891340967,,,0,,Europe/Istanbul,0
311,10311,YİNELEK  1,,40.7286660753,29.9885206022,,,0,,Europe/Istanbul,0
312,10312,KIZKÖPRÜ MEZARLIĞI 1,,40.7386933931,29.9858172528,,,0,,Europe/Istanbul,0
313,10313,ALSANCAK CADDESi 2,,40.740482,29.983707,,,0,,Europe/Istanbul,0
314,10314,VEZİRÇİFTLİĞİ YEŞİL CAMİİ 1,,40.7497928896995,29.9596577882767,,,0,,Europe/Istanbul,0
315,10315,VEZİRÇİFTLİĞİ ÜÇYOL 2,,40.7426409218,29.9604181629,,,0,,Europe/Istanbul,0
316,10316,VEZİRÇİFTLİĞİ ÜÇYOL 1,,40.7424588291,29.9579489632,,,0,,Europe/Istanbul,0
317,10317,BAHARLI,,40.7408839375,29.957569403,,,0,,Europe/Istanbul,0
318,10318,FİKİR 1,,40.7388709019,29.9573408808,,,0,,Europe/Istanbul,0
319,30029,FARABİ DEVLET HASTANESİ ACİL GİRİŞİ,,40.7716437078704,29.405484212306,,,0,,Europe/Istanbul,0
320,10320,PARK SOKAK,,40.7398171366782,29.9622648954391,,,0,,Europe/Istanbul,0
321,10321,YUVACIK KULLAR SAPAĞI,,40.723043161,29.9503592842,,,0,,Europe/Istanbul,0
322,70226,DEĞİRMENDERE DÖRTYOL 1,,40.71757,29.781965,,,0,,Europe/Istanbul,0
323,10323,KULLAR OTO PAZARI 1,,40.7426424671,29.9552937532,,,0,,Europe/Istanbul,0
325,10325,GOODYEAR 1,,40.7564350664,29.988269704,,,0,,Europe/Istanbul,0
328,80623,DOĞU TERMİNALİ DEPOLAMA ALANI 1,,40.7759632256074,29.9718940258026,,,0,,Europe/Istanbul,0
329,10329,METAL FABRİKASI 1,,40.7417677219,29.9942136238,,,0,,Europe/Istanbul,0
330,90027,KANDIRA İLÇE EMNİYET MÜDÜRLÜĞÜ 1,,41.0695645256009,30.1525139808655,,,0,,Europe/Istanbul,0
331,10331,TOPALLAR CADDESİ 2,,40.7314543376,29.9985791883,,,0,,Europe/Istanbul,0
332,10332,BEYAZ GÜL 1,,40.7278167356,30.00007653,,,0,,Europe/Istanbul,0
333,96051,ARSLANBEY KAMPÜS 4,,40.7048378648,30.026271208,,,0,,Europe/Istanbul,0
334,10334,ARSLANBEY BAĞ 1,,40.7236643556,30.004304915,,,0,,Europe/Istanbul,0
335,30373,UMUT SOKAK 1,,40.7825650272,29.397885235,,,0,,Europe/Istanbul,0
336,10336,KULLAR İLKOKULU,,40.7219580393,30.0000869714,,,0,,Europe/Istanbul,0
337,10338,KİRAZLIKENT 1,,40.6819305596,29.8985970786,,,0,,Europe/Istanbul,0
338,10339,KİRAZLI BAHÇE CADDESİ,,40.6909821895,29.8988419413,,,0,,Europe/Istanbul,0
339,10340,KULLAR DÜĞÜN SALONU 2,,40.7244962061676,29.9918121099472,,,0,,Europe/Istanbul,0
340,10341,GAZİ OSMAN PAŞA 1,,40.7035370781,29.9405769094,,,0,,Europe/Istanbul,0
342,10343,DOĞANTEPE CAMİİ 1,,40.6995892911,29.9977239073,,,0,,Europe/Istanbul,0
343,10344,KULLAR MERKEZ,,40.7231042045,29.9914623602,,,0,,Europe/Istanbul,0
344,10345,KULLAR DÜĞÜN SALONU,,40.7243315133,29.9917115412,,,0,,Europe/Istanbul,0
345,10346,KULLAR DÖRTYOL,,40.7237420602629,29.9875581264496,,,0,,Europe/Istanbul,0
346,10347,ARITMA YOLU 1,,40.7171576579877,29.979355931282,,,0,,Europe/Istanbul,0
347,10348,PAŞADAĞ,,40.71197,29.984364,,,0,,Europe/Istanbul,0
348,10349,HAFIZ BALCI,,40.7187374722,29.9808865203,,,0,,Europe/Istanbul,0
349,10350,HACI EYÜP SOKAK,,40.7210838122,29.9875033884,,,0,,Europe/Istanbul,0
350,10351,GOODYEAR KOOPERATİFİ,,40.722767,29.993925,,,0,,Europe/Istanbul,0
